50256802,3666648,166655,3,4.00,6457.84,0.01,0.03,N,O,1996-08-26,1996-07-16,1996-08-31,DELIVER IN PERSON,AIR,nstructions sleep carefully along the b
50207904,5460621,710627,5,30.00,47440.50,0.07,0.04,R,F,1993-05-19,1993-06-11,1993-05-21,NONE,REG AIR, bold packages detect carefully blithe
50291750,16286305,536322,5,40.00,51619.60,0.05,0.08,N,O,1996-07-31,1996-09-04,1996-08-23,COLLECT COD,SHIP,nding accounts 
50281542,15625852,375898,1,32.00,56866.24,0.07,0.05,A,F,1993-09-25,1993-10-04,1993-10-13,TAKE BACK RETURN,FOB,pinto beans nag
50250950,2009611,259614,2,32.00,48656.32,0.04,0.04,N,O,1998-01-28,1998-01-28,1998-01-29,TAKE BACK RETURN,SHIP, furiously. blithely express foxes wake
50258887,2278423,278424,4,47.00,65861.57,0.10,0.04,R,F,1994-04-21,1994-02-22,1994-05-04,TAKE BACK RETURN,AIR,iously special platele
50212132,3126072,376076,4,10.00,10979.20,0.05,0.05,N,O,1995-09-24,1995-10-14,1995-10-04,NONE,MAIL, pinto bea
50193729,6002545,252552,4,38.00,54995.12,0.01,0.00,R,F,1992-04-26,1992-04-20,1992-05-09,DELIVER IN PERSON,MAIL,c sheaves. re
50283649,19763203,513261,3,36.00,45547.92,0.06,0.01,N,O,1998-10-01,1998-09-03,1998-10-15,COLLECT COD,AIR,tructions. b
50252962,17198417,448435,2,45.00,68155.20,0.01,0.06,N,O,1998-05-29,1998-08-17,1998-06-16,DELIVER IN PERSON,FOB,"o beans. bold, bold ideas wake. exc"
50260999,12720348,970361,1,35.00,47869.85,0.04,0.04,N,O,1998-04-24,1998-05-27,1998-05-03,TAKE BACK RETURN,RAIL,arefully pending p
50214179,6570722,570723,7,37.00,66318.80,0.03,0.02,N,O,1997-09-14,1997-11-04,1997-10-08,TAKE BACK RETURN,MAIL,iously special deposits. 
50195713,19829787,329826,2,6.00,10294.74,0.09,0.03,N,O,1996-01-04,1996-02-09,1996-01-22,NONE,AIR,nto beans sleep carefully. care
50285670,14898246,148261,3,26.00,32331.00,0.01,0.08,N,O,1997-11-08,1998-02-03,1997-11-13,TAKE BACK RETURN,TRUCK,ounts. ironic req
50254980,6347511,597518,1,37.00,57653.40,0.04,0.07,N,O,1996-06-07,1996-04-26,1996-06-12,NONE,FOB, pending ideas haggle furiously
50263042,11408596,408597,3,13.00,19552.26,0.04,0.08,R,F,1992-06-18,1992-06-03,1992-06-27,DELIVER IN PERSON,TRUCK,ccounts. quickly express accounts
50216194,13692952,942966,7,30.00,58328.10,0.00,0.05,N,O,1997-11-25,1997-09-21,1997-11-26,TAKE BACK RETURN,MAIL,ngside of the pending acco
50197763,3266384,766391,2,50.00,67511.00,0.08,0.05,N,O,1997-03-23,1997-03-03,1997-04-08,COLLECT COD,SHIP,ts wake blithely among the pendin
50287653,10567569,67590,5,49.00,80165.96,0.04,0.03,N,O,1998-03-03,1998-01-17,1998-03-11,DELIVER IN PERSON,REG AIR,"rly even theodolites. even, express "
50257026,14642311,642312,1,31.00,38829.98,0.02,0.04,N,F,1995-05-29,1995-03-23,1995-06-28,COLLECT COD,FOB,ong the quickly unu
50265060,12355879,855904,4,48.00,92844.48,0.08,0.07,A,F,1992-10-17,1992-11-09,1992-11-07,COLLECT COD,MAIL," the regular, quick asymp"
50218273,1833255,83257,2,22.00,26139.52,0.06,0.00,N,O,1996-05-15,1996-03-14,1996-05-20,COLLECT COD,MAIL,deposits cajole silent pack
50199843,17147778,897830,3,45.00,82121.40,0.01,0.00,N,O,1998-04-25,1998-05-18,1998-04-28,DELIVER IN PERSON,TRUCK,"r deposits. unusual, bold foxes are sl"
50289699,7345227,95249,2,15.00,19077.90,0.05,0.01,N,O,1997-08-10,1997-10-14,1997-09-01,COLLECT COD,MAIL,ake slyly final deposits. bol
50259079,17122518,622553,1,41.00,63126.06,0.04,0.06,N,O,1997-07-17,1997-05-07,1997-07-20,DELIVER IN PERSON,FOB,pending accounts wake furiously. f
50267142,11553881,53904,1,37.00,71569.47,0.07,0.01,N,O,1998-09-07,1998-09-16,1998-10-04,TAKE BACK RETURN,REG AIR,gly. fluffily quick deposits affi
50220325,14111326,861369,2,46.00,61484.52,0.07,0.01,N,O,1998-03-29,1998-05-30,1998-04-12,NONE,REG AIR,ffily regular requests among the regular 
50203909,13478158,228198,1,24.00,27251.52,0.01,0.02,A,F,1994-04-17,1994-04-30,1994-04-18,NONE,MAIL, blithely silent packages
50291811,17267657,767692,1,12.00,19485.48,0.07,0.02,R,F,1993-05-06,1993-06-20,1993-06-02,TAKE BACK RETURN,RAIL,sely after the accou
50261189,7568267,318289,3,36.00,48056.04,0.07,0.03,N,O,1996-08-20,1996-06-10,1996-08-25,COLLECT COD,AIR,dolites. furiously regular packages ca
50269188,19925533,175553,5,29.00,45168.66,0.02,0.03,N,O,1995-06-25,1995-09-12,1995-07-03,COLLECT COD,SHIP, furiously ironi
50222341,436113,686114,2,38.00,39865.42,0.00,0.04,A,F,1992-09-10,1992-10-08,1992-09-18,COLLECT COD,SHIP,eodolites. final deposits haggle. regular 
50207938,379272,629273,1,29.00,39186.54,0.01,0.03,N,O,1996-04-08,1996-04-18,1996-05-06,TAKE BACK RETURN,TRUCK, haggle against the closely special depo
50193763,18108242,108243,1,10.00,12493.40,0.05,0.08,R,F,1992-12-04,1992-11-30,1992-12-05,TAKE BACK RETURN,FOB,de of the quickly regular platelets boost d
50263233,14957689,207704,3,39.00,68091.66,0.03,0.03,N,O,1998-08-23,1998-08-12,1998-08-29,TAKE BACK RETURN,SHIP,blithely ironic packages. packages ca
50271175,18060041,310060,4,34.00,34004.76,0.07,0.02,N,O,1996-06-03,1996-06-14,1996-06-13,COLLECT COD,AIR,"et, even pinto beans. cour"
50224354,10487482,487483,1,34.00,49944.64,0.04,0.08,A,F,1993-01-06,1993-03-15,1993-02-04,DELIVER IN PERSON,SHIP,ecial foxes. fluf
50210080,19266193,516213,6,42.00,48645.66,0.06,0.06,R,F,1995-05-22,1995-06-23,1995-06-16,TAKE BACK RETURN,FOB,t haggle slyl
50195776,3648458,648459,5,8.00,11250.16,0.04,0.03,R,F,1994-08-23,1994-09-02,1994-09-16,DELIVER IN PERSON,FOB, requests are furiou
50265283,8232096,482105,2,30.00,30830.40,0.04,0.06,N,O,1997-11-25,1997-10-04,1997-12-25,DELIVER IN PERSON,SHIP,he even asymptotes are alon
50273249,16867556,367589,2,4.00,6090.84,0.08,0.07,N,O,1997-05-17,1997-06-28,1997-06-02,DELIVER IN PERSON,TRUCK,excuses are slyly about the slyly express 
50226374,6974332,224339,4,2.00,2811.98,0.07,0.07,N,O,1997-12-21,1997-12-07,1998-01-12,NONE,RAIL,le slyly carefully silent foxes
50212193,10970458,220469,1,38.00,58060.58,0.09,0.05,N,O,1998-10-21,1998-09-21,1998-11-09,DELIVER IN PERSON,FOB,y ironic accounts against the regular
50197799,11386318,636330,6,2.00,2807.50,0.05,0.07,N,O,1996-03-28,1996-02-25,1996-04-12,NONE,FOB,gular accounts wake
50267333,5996750,496761,2,11.00,20311.06,0.09,0.00,A,F,1993-06-06,1993-04-22,1993-06-24,DELIVER IN PERSON,FOB, packages. furiously even accoun
50275303,11619733,369767,2,47.00,77651.05,0.00,0.03,N,O,1996-09-15,1996-09-30,1996-09-26,NONE,TRUCK,ructions are furiously about the s
50228353,17738019,238054,4,50.00,52806.50,0.01,0.06,N,O,1998-06-11,1998-06-22,1998-07-09,COLLECT COD,FOB, quickly along the slyly 
50214215,19534253,34292,1,24.00,30870.72,0.08,0.07,N,O,1998-03-19,1998-04-27,1998-04-17,NONE,FOB,ely final packages across the regular inst
50199877,3089118,89119,4,31.00,34315.76,0.05,0.08,N,O,1996-07-31,1996-08-30,1996-08-30,DELIVER IN PERSON,AIR, after the ruthlessly express
50269351,4045135,45136,5,11.00,11879.23,0.09,0.03,R,F,1994-12-27,1994-10-07,1995-01-18,DELIVER IN PERSON,REG AIR,equests. quickly ironic accounts grow a
50277315,13804478,54492,3,40.00,55271.20,0.02,0.02,N,O,1998-05-04,1998-03-16,1998-05-22,DELIVER IN PERSON,RAIL,accounts agai
50230375,19032086,282106,3,43.00,43736.59,0.06,0.05,R,F,1992-02-29,1992-04-06,1992-03-01,NONE,MAIL,edly ironic asympt
50216231,1418567,168571,2,26.00,38622.74,0.09,0.00,N,O,1996-01-24,1995-12-07,1996-02-08,DELIVER IN PERSON,MAIL,ing accounts. carefully final ac
50201921,9292276,292277,2,10.00,12678.10,0.06,0.07,N,O,1997-08-20,1997-08-03,1997-09-14,NONE,REG AIR,ly unusual packages about t
50271363,8759152,509177,4,48.00,58114.56,0.09,0.01,R,F,1993-02-19,1993-02-05,1993-03-18,TAKE BACK RETURN,MAIL,y special deposits cajole in place 
50279333,19387726,137784,5,20.00,36255.20,0.02,0.03,A,F,1994-12-10,1994-11-12,1994-12-15,NONE,SHIP,. slyly special deposits nag slyl
50234498,15182953,932999,5,24.00,48844.80,0.10,0.01,A,F,1995-02-17,1995-03-09,1995-03-02,NONE,SHIP,lent deposits. quickly un
50218336,18285814,285815,2,16.00,28782.40,0.08,0.02,A,F,1992-11-20,1992-12-30,1992-11-23,COLLECT COD,REG AIR,ns. blithely regular braid
50203943,8289744,789761,3,15.00,25999.95,0.10,0.01,N,O,1998-05-16,1998-05-04,1998-05-19,COLLECT COD,TRUCK,final pack
50273412,2306268,556271,6,13.00,16563.95,0.10,0.05,N,O,1995-09-21,1995-12-05,1995-10-10,NONE,FOB, furiously ironic packages 
50281411,11449595,199629,4,13.00,20072.26,0.04,0.01,R,F,1994-04-19,1994-05-12,1994-04-30,COLLECT COD,FOB," regular, final theodolites. ca"
50236513,6506890,256909,6,39.00,73966.23,0.08,0.08,A,F,1994-01-05,1994-01-23,1994-01-29,NONE,FOB,thely even theodolites a
50220385,17064498,314516,1,20.00,29232.80,0.04,0.01,R,F,1994-01-31,1994-04-14,1994-02-09,NONE,RAIL,furiously ruthless deposits may nag. th
50205984,19681940,931960,5,32.00,61470.72,0.07,0.00,N,O,1998-07-24,1998-06-09,1998-08-01,NONE,RAIL,iously. carefully pending accounts wa
50275495,17739206,239241,2,40.00,49772.80,0.07,0.06,R,F,1994-01-23,1994-01-26,1994-02-21,NONE,REG AIR,otes. quickly unusual accounts detec
50283489,19718159,218198,6,16.00,18818.72,0.08,0.05,N,O,1996-01-28,1996-01-31,1996-01-30,COLLECT COD,REG AIR,y regular a
50238533,2725487,975490,1,3.00,4537.05,0.09,0.06,R,F,1992-06-03,1992-07-07,1992-06-17,TAKE BACK RETURN,SHIP,"ular, ironic theodolites a"
50222400,19387720,387721,2,2.00,3613.52,0.10,0.02,N,O,1997-09-13,1997-09-03,1997-09-16,DELIVER IN PERSON,RAIL,are blithely a
50207972,580327,80328,1,9.00,12665.70,0.01,0.08,N,O,1996-10-14,1996-11-12,1996-11-04,TAKE BACK RETURN,MAIL,structions. unusual requests h
50277476,10891739,391760,5,39.00,67477.41,0.03,0.08,N,O,1998-08-12,1998-09-18,1998-08-24,TAKE BACK RETURN,REG AIR,s! theodolites are ruthle
50285539,13150526,900566,6,30.00,47276.10,0.04,0.01,N,O,1998-05-30,1998-06-20,1998-06-07,NONE,FOB,ts boost along the fluf
50240611,19430016,680036,7,41.00,38746.64,0.10,0.06,N,O,1997-03-27,1997-03-25,1997-04-02,DELIVER IN PERSON,RAIL,integrate acr
50224390,9741995,741996,2,3.00,6109.53,0.05,0.08,N,O,1997-05-04,1997-04-22,1997-05-08,NONE,MAIL,. quickly special theodolites
50210118,15190928,440944,4,27.00,54490.59,0.01,0.00,N,O,1995-09-17,1995-06-25,1995-10-12,DELIVER IN PERSON,RAIL,e closely carefully special excuses. r
50279523,15998068,998069,3,13.00,15148.51,0.07,0.00,N,O,1995-11-27,1995-10-06,1995-12-09,DELIVER IN PERSON,REG AIR,y. accounts haggle quickly carefully bold 
50287522,16029718,279735,3,12.00,19762.92,0.00,0.01,A,F,1992-10-01,1992-10-26,1992-10-28,TAKE BACK RETURN,SHIP,luffily special accounts. ironic
50242627,11154755,404767,2,27.00,48848.40,0.05,0.01,N,O,1996-11-06,1996-11-24,1996-11-17,COLLECT COD,AIR,its need to hag
50226432,14859020,609063,5,16.00,15652.48,0.06,0.01,N,O,1997-11-08,1998-01-23,1997-11-24,NONE,TRUCK, the requests. iro
50212230,5230317,480323,1,47.00,58611.35,0.09,0.07,N,O,1997-12-26,1998-01-31,1998-01-16,DELIVER IN PERSON,REG AIR,oxes. tithes 
50281602,6602751,852758,6,12.00,19841.04,0.04,0.08,N,O,1997-09-30,1997-11-12,1997-10-22,DELIVER IN PERSON,AIR, requests.
50289538,18492308,242363,3,13.00,16891.94,0.09,0.00,N,O,1997-03-24,1997-01-10,1997-04-19,NONE,REG AIR,bold ideas slee
50244678,15026186,276202,2,14.00,15560.02,0.10,0.00,A,F,1993-12-01,1993-10-25,1993-12-10,DELIVER IN PERSON,REG AIR,l deposits. ironic pinto beans nag. special
50228388,2301388,801393,5,19.00,26396.13,0.10,0.08,A,F,1993-04-23,1993-04-20,1993-05-07,NONE,AIR, sleep even packages. regular
50214273,315445,815446,6,5.00,7302.15,0.05,0.00,R,F,1993-09-11,1993-08-16,1993-09-26,DELIVER IN PERSON,TRUCK, even deposits wake fluffily fur
50283686,19006494,6495,1,27.00,37787.58,0.05,0.06,N,O,1997-08-16,1997-08-01,1997-09-10,COLLECT COD,SHIP," final ideas. brave, silent ideas "
50291681,17451184,701202,1,38.00,43103.78,0.06,0.08,A,F,1994-09-04,1994-08-06,1994-09-19,TAKE BACK RETURN,FOB,deposits was regu
50246660,16205121,205122,1,42.00,43063.02,0.05,0.06,R,F,1994-07-26,1994-05-28,1994-08-10,DELIVER IN PERSON,FOB,e ironic reque
50230437,14150719,400734,2,48.00,84912.48,0.03,0.00,A,F,1993-11-21,1993-10-18,1993-11-29,TAKE BACK RETURN,RAIL,e against the packages. blithely slow hock
50216291,4255749,755758,2,46.00,78408.38,0.05,0.08,N,O,1997-06-23,1997-06-07,1997-07-15,NONE,REG AIR,ross the ironic requests. final plate
50285703,825073,825074,6,34.00,33933.02,0.10,0.00,N,O,1996-02-10,1995-12-04,1996-02-14,NONE,SHIP, carefully regular instructi
50193634,9068907,818935,4,39.00,73142.55,0.01,0.03,R,F,1993-01-07,1992-12-22,1993-01-18,NONE,TRUCK, accounts at the blithely unusual a
50248768,1760149,260152,2,49.00,59243.94,0.09,0.07,A,F,1992-05-16,1992-05-05,1992-05-27,DELIVER IN PERSON,AIR,sts. requests haggle
50232516,13020121,270135,2,6.00,6242.82,0.08,0.00,R,F,1992-11-16,1992-12-21,1992-12-04,DELIVER IN PERSON,AIR,y theodolites wake. slyly ironic dep
50218370,2044032,294035,1,20.00,19518.60,0.06,0.07,R,F,1994-10-24,1994-11-02,1994-10-27,NONE,MAIL,ven dolphins boost quic
50287687,4140728,390733,5,33.00,58361.16,0.00,0.04,R,F,1993-04-11,1993-03-17,1993-05-01,TAKE BACK RETURN,FOB,eposits. fluffily unu
50195617,14333919,333920,6,38.00,74183.60,0.09,0.01,R,F,1994-08-30,1994-07-18,1994-09-16,TAKE BACK RETURN,MAIL,ular asympto
50250819,3198281,698288,1,21.00,28961.73,0.02,0.04,N,O,1996-09-04,1996-06-28,1996-09-21,DELIVER IN PERSON,RAIL, the quickly daring court
50234534,16730562,730563,1,27.00,42976.71,0.01,0.07,A,F,1995-01-27,1994-12-29,1995-02-26,TAKE BACK RETURN,REG AIR,s. carefully unusual accounts use. p
50220421,11472759,222793,1,14.00,24236.52,0.02,0.00,N,O,1995-11-29,1995-12-15,1995-12-20,DELIVER IN PERSON,AIR,al somas wake furiously ironic dep
50289733,4196844,946857,6,14.00,27168.96,0.08,0.02,R,F,1993-09-25,1993-09-25,1993-10-21,COLLECT COD,REG AIR, ironic theodolites cajole carefully even
50197666,8854142,104151,1,8.00,8765.60,0.06,0.05,A,F,1993-08-07,1993-07-23,1993-08-29,TAKE BACK RETURN,REG AIR, quickly reg
50252805,13333008,333009,5,21.00,21847.14,0.07,0.00,N,O,1997-08-01,1997-08-30,1997-08-10,COLLECT COD,RAIL,nally even packages. quickly ironi
50236549,8383493,883510,3,41.00,64619.28,0.02,0.01,A,F,1994-03-25,1994-04-23,1994-04-11,COLLECT COD,RAIL,hinder quic
50222434,5118556,118557,2,1.00,1574.30,0.07,0.07,R,F,1994-07-07,1994-06-20,1994-07-31,DELIVER IN PERSON,MAIL,y ironic foxes cajole carefully fina
50193797,10914372,914373,6,16.00,22173.28,0.02,0.06,A,F,1992-05-06,1992-05-28,1992-06-02,COLLECT COD,FOB,s cajole f
50199750,8723488,473513,4,48.00,72530.40,0.01,0.03,N,O,1997-03-25,1997-02-21,1997-04-23,NONE,AIR,key players! carefully pending accou
50254852,4504621,254634,5,23.00,37384.20,0.07,0.01,N,O,1995-10-28,1995-10-08,1995-11-02,COLLECT COD,SHIP,uests haggle p
